city,local,parameter,value,latitude,longitude
city,local,parameter,value,latitude,longitude
Delhi,"2015-07-02T14:00:00+05:30",so2,3.7,28.5648,77.1744
Delhi,"2015-07-02T14:00:00+05:30",no2,35.6,28.6683,77.1167
Delhi,"2015-07-02T14:00:00+05:30",no2,25.7,28.6341,77.2005
Delhi,"2015-07-02T14:00:00+05:30",pm25,76,28.5648,77.1744
Delhi,"2015-07-02T14:10:00+05:30",no2,91.4,28.6508,77.3152
Delhi,"2015-07-02T14:10:00+05:30",so2,14,28.6508,77.3152
Delhi,"2015-07-02T14:10:00+05:30",o3,57.8,28.6508,77.3152
Delhi,"2015-07-02T14:10:00+05:30",co,1400,28.6508,77.3152
Delhi,"2015-07-02T14:40:00+05:30",co,1900,28.5648,77.1744
Delhi,"2015-07-02T14:40:00+05:30",co,1500,28.6683,77.1167
Delhi,"2015-07-02T14:40:00+05:30",o3,101.7,28.5648,77.1744
Delhi,"2015-07-02T14:40:00+05:30",pm25,89,28.6508,77.3152
Delhi,"2015-07-02T14:40:00+05:30",pm25,83,28.6341,77.2005
Delhi,"2015-07-02T14:40:00+05:30",o3,123.9,28.6683,77.1167
Delhi,"2015-07-02T14:40:00+05:30",so2,12.4,28.6508,77.3152
Delhi,"2015-07-02T14:40:00+05:30",no2,28.8,28.6341,77.2005
Delhi,"2015-07-02T14:40:00+05:30",pm25,76,28.5648,77.1744
Delhi,"2015-07-02T14:40:00+05:30",pm25,156,28.6683,77.1167
Delhi,"2015-07-02T14:40:00+05:30",co,1200,28.6508,77.3152
Delhi,"2015-07-02T14:40:00+05:30",pm10,167,28.5648,77.1744
Delhi,"2015-07-02T14:40:00+05:30",pm10,190,28.6683,77.1167
Delhi,"2015-07-02T14:40:00+05:30",no2,77,28.6508,77.3152
Delhi,"2015-07-02T14:40:00+05:30",no2,60.6,28.6683,77.1167
Delhi,"2015-07-02T14:40:00+05:30",so2,6,28.6341,77.2005
Delhi,"2015-07-02T14:40:00+05:30",no2,30.5,28.5648,77.1744
Delhi,"2015-07-02T14:40:00+05:30",so2,4.1,28.6683,77.1167
Delhi,"2015-07-02T14:40:00+05:30",co,700,28.6341,77.2005
Delhi,"2015-07-02T14:40:00+05:30",o3,70.4,28.6508,77.3152
Delhi,"2015-07-02T14:40:00+05:30",so2,3.1,28.5648,77.1744
Delhi,"2015-07-02T14:40:00+05:30",pm10,311,28.6508,77.3152
Delhi,"2015-07-02T15:00:00+05:30",o3,85.4,28.5648,77.1744
Delhi,"2015-07-02T15:00:00+05:30",so2,2.9,28.5648,77.1744
Delhi,"2015-07-02T15:00:00+05:30",co,600,28.6341,77.2005
Delhi,"2015-07-02T15:00:00+05:30",no2,66.5,28.6683,77.1167
Delhi,"2015-07-02T15:00:00+05:30",o3,1.9,28.6341,77.2005
Delhi,"2015-07-02T15:00:00+05:30",pm25,143,28.6683,77.1167
Delhi,"2015-07-02T15:00:00+05:30",no2,29.4,28.6341,77.2005
Delhi,"2015-07-02T15:00:00+05:30",so2,1.4,28.6683,77.1167
Delhi,"2015-07-02T15:00:00+05:30",pm10,216,28.5648,77.1744
Delhi,"2015-07-02T15:00:00+05:30",o3,88.7,28.6683,77.1167
Delhi,"2015-07-02T15:00:00+05:30",co,1800,28.5648,77.1744
Delhi,"2015-07-02T15:00:00+05:30",pm10,197,28.6341,77.2005
Delhi,"2015-07-02T15:00:00+05:30",pm25,80,28.6341,77.2005
Delhi,"2015-07-02T15:00:00+05:30",no2,25.4,28.5648,77.1744
Delhi,"2015-07-02T15:00:00+05:30",so2,6.6,28.6341,77.2005
Delhi,"2015-07-02T15:00:00+05:30",pm10,258,28.6683,77.1167
Delhi,"2015-07-02T15:00:00+05:30",pm25,94,28.5648,77.1744
Delhi,"2015-07-02T15:00:00+05:30",co,1300,28.6683,77.1167
Delhi,"2015-07-02T15:10:00+05:30",pm25,87,28.6508,77.3152
Delhi,"2015-07-02T15:10:00+05:30",pm10,310,28.6508,77.3152
Delhi,"2015-07-02T15:10:00+05:30",no2,135.1,28.6508,77.3152
Delhi,"2015-07-02T15:10:00+05:30",o3,58.8,28.6508,77.3152
Delhi,"2015-07-02T15:10:00+05:30",so2,11.4,28.6508,77.3152
Delhi,"2015-07-02T15:10:00+05:30",co,1600,28.6508,77.3152
Delhi,"2015-07-02T15:40:00+05:30",pm25,94,28.5648,77.1744
Delhi,"2015-07-02T15:40:00+05:30",no2,31.6,28.5648,77.1744
Delhi,"2015-07-02T15:40:00+05:30",o3,88.3,28.6683,77.1167
Delhi,"2015-07-02T15:40:00+05:30",so2,10.8,28.6508,77.3152
Delhi,"2015-07-02T15:40:00+05:30",pm25,80,28.6341,77.2005
Delhi,"2015-07-02T15:40:00+05:30",co,1900,28.5648,77.1744
Delhi,"2015-07-02T15:40:00+05:30",so2,0,28.6683,77.1167
Delhi,"2015-07-02T15:40:00+05:30",o3,70.7,28.5648,77.1744
Delhi,"2015-07-02T15:40:00+05:30",co,1400,28.6508,77.3152
Delhi,"2015-07-02T15:40:00+05:30",so2,2.9,28.5648,77.1744
Delhi,"2015-07-02T15:40:00+05:30",pm10,258,28.6683,77.1167
Delhi,"2015-07-02T15:40:00+05:30",pm25,87,28.6508,77.3152
Delhi,"2015-07-02T15:40:00+05:30",no2,20.5,28.6683,77.1167
Delhi,"2015-07-02T15:40:00+05:30",pm10,310,28.6508,77.3152
Delhi,"2015-07-02T15:40:00+05:30",o3,52.3,28.6508,77.3152
Delhi,"2015-07-02T15:40:00+05:30",pm10,216,28.5648,77.1744
Delhi,"2015-07-02T15:40:00+05:30",pm25,143,28.6683,77.1167
Delhi,"2015-07-02T15:40:00+05:30",no2,131.3,28.6508,77.3152
Delhi,"2015-07-02T15:40:00+05:30",co,1000,28.6683,77.1167
Delhi,"2015-07-02T16:00:00+05:30",pm25,111,28.6683,77.1167
Delhi,"2015-07-02T16:00:00+05:30",no2,25.4,28.5648,77.1744
Delhi,"2015-07-02T16:00:00+05:30",no2,19.3,28.6683,77.1167
Delhi,"2015-07-02T16:00:00+05:30",o3,77.6,28.5648,77.1744
Delhi,"2015-07-02T16:00:00+05:30",o3,77.2,28.6683,77.1167
Delhi,"2015-07-02T16:00:00+05:30",pm10,193,28.6341,77.2005
Delhi,"2015-07-02T16:00:00+05:30",pm25,72,28.6341,77.2005
Delhi,"2015-07-02T16:00:00+05:30",so2,2.6,28.5648,77.1744
Delhi,"2015-07-02T16:00:00+05:30",co,1800,28.5648,77.1744
Delhi,"2015-07-02T16:00:00+05:30",pm10,162,28.6683,77.1167
Delhi,"2015-07-02T16:00:00+05:30",so2,2.6,28.6341,77.2005
Delhi,"2015-07-02T16:00:00+05:30",pm10,177,28.5648,77.1744
Delhi,"2015-07-02T16:00:00+05:30",no2,11.5,28.6341,77.2005
Delhi,"2015-07-02T16:00:00+05:30",pm25,75,28.5648,77.1744
Delhi,"2015-07-02T16:00:00+05:30",co,500,28.6341,77.2005
Delhi,"2015-07-02T16:10:00+05:30",o3,58.4,28.6508,77.3152
Delhi,"2015-07-02T16:10:00+05:30",pm25,86,28.6508,77.3152
Delhi,"2015-07-02T16:10:00+05:30",so2,10,28.6508,77.3152
Delhi,"2015-07-02T16:10:00+05:30",no2,141.3,28.6508,77.3152
Delhi,"2015-07-02T16:10:00+05:30",co,2200,28.6508,77.3152
Delhi,"2015-07-02T16:10:00+05:30",pm10,348,28.6508,77.3152
Delhi,"2015-07-02T16:40:00+05:30",no2,19.3,28.5648,77.1744
Delhi,"2015-07-02T16:40:00+05:30",pm25,72,28.6341,77.2005
Delhi,"2015-07-02T16:40:00+05:30",so2,3.1,28.5648,77.1744
Delhi,"2015-07-02T16:40:00+05:30",o3,82.9,28.6683,77.1167
Delhi,"2015-07-02T16:40:00+05:30",pm10,177,28.5648,77.1744
Delhi,"2015-07-02T16:40:00+05:30",pm10,162,28.6683,77.1167
Delhi,"2015-07-02T16:40:00+05:30",no2,26.4,28.6683,77.1167
Delhi,"2015-07-02T16:40:00+05:30",co,1800,28.5648,77.1744
Delhi,"2015-07-02T16:40:00+05:30",no2,8,28.6341,77.2005
Delhi,"2015-07-02T16:40:00+05:30",o3,46.8,28.5648,77.1744
Delhi,"2015-07-02T16:40:00+05:30",pm25,75,28.5648,77.1744
Delhi,"2015-07-02T16:40:00+05:30",o3,15.9,28.6341,77.2005
Delhi,"2015-07-02T16:40:00+05:30",co,500,28.6341,77.2005
Delhi,"2015-07-02T16:40:00+05:30",pm25,111,28.6683,77.1167
Delhi,"2015-07-02T16:40:00+05:30",co,900,28.6683,77.1167
Delhi,"2015-07-02T17:00:00+05:30",o3,65.6,28.6683,77.1167
Delhi,"2015-07-02T17:00:00+05:30",pm25,81,28.6683,77.1167
Delhi,"2015-07-02T17:00:00+05:30",so2,2.9,28.5648,77.1744
Delhi,"2015-07-02T17:00:00+05:30",pm25,104,28.5648,77.1744
Delhi,"2015-07-02T17:00:00+05:30",pm25,44,28.6341,77.2005
Delhi,"2015-07-02T17:00:00+05:30",co,900,28.6683,77.1167
Delhi,"2015-07-02T17:00:00+05:30",pm10,121,28.6341,77.2005
Delhi,"2015-07-02T17:00:00+05:30",pm10,212,28.5648,77.1744
Delhi,"2015-07-02T17:00:00+05:30",co,300,28.6341,77.2005
Delhi,"2015-07-02T17:00:00+05:30",no2,22.2,28.5648,77.1744
Delhi,"2015-07-02T17:00:00+05:30",no2,34.4,28.6683,77.1167
Delhi,"2015-07-02T17:00:00+05:30",pm10,156,28.6683,77.1167
Delhi,"2015-07-02T17:00:00+05:30",o3,10.3,28.6341,77.2005
Delhi,"2015-07-02T17:00:00+05:30",o3,32.6,28.5648,77.1744
Delhi,"2015-07-02T17:00:00+05:30",no2,6,28.6341,77.2005
Delhi,"2015-07-02T17:00:00+05:30",co,1800,28.5648,77.1744
Delhi,"2015-07-02T17:40:00+05:30",o3,55.1,28.6683,77.1167
Delhi,"2015-07-02T17:40:00+05:30",pm25,104,28.5648,77.1744
Delhi,"2015-07-02T17:40:00+05:30",pm10,156,28.6683,77.1167
Delhi,"2015-07-02T17:40:00+05:30",co,400,28.6341,77.2005
Delhi,"2015-07-02T17:40:00+05:30",so2,14.6,28.6341,77.2005
Delhi,"2015-07-02T17:40:00+05:30",o3,33.3,28.5648,77.1744
Delhi,"2015-07-02T17:40:00+05:30",no2,59.1,28.6683,77.1167
Delhi,"2015-07-02T17:40:00+05:30",so2,2.3,28.5648,77.1744
Delhi,"2015-07-02T17:40:00+05:30",pm10,121,28.6341,77.2005
Delhi,"2015-07-02T17:40:00+05:30",co,1600,28.5648,77.1744
Delhi,"2015-07-02T17:40:00+05:30",co,1500,28.6683,77.1167
Delhi,"2015-07-02T17:40:00+05:30",pm25,81,28.6683,77.1167
Delhi,"2015-07-02T17:40:00+05:30",o3,22.3,28.6341,77.2005
Delhi,"2015-07-02T17:40:00+05:30",no2,7.6,28.6341,77.2005
Delhi,"2015-07-02T17:40:00+05:30",pm25,44,28.6341,77.2005
Delhi,"2015-07-02T17:40:00+05:30",no2,26.6,28.5648,77.1744
Delhi,"2015-07-02T17:40:00+05:30",so2,2.1,28.6683,77.1167
Delhi,"2015-07-02T17:40:00+05:30",pm10,212,28.5648,77.1744
